component_type,domain,path_or_route,responsibility,entry_point,dependencies,side_effects,authorization,test_evidence,status
"route","Messaging and automation","GET|HEAD admin/sistem-automatizari/{record}/edit","Filament edit page for the owning resource record","App\Filament\Resources\AutomationWebhookLogs\Pages\EditAutomationWebhookLog","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Updates resource record through Filament form; model observers may run","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Messaging and automation","GET|HEAD admin/sistem-mesaje-trimise","Filament list page for the owning resource","App\Filament\Resources\OutboundMessages\Pages\ListOutboundMessages","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","No direct side effect identified from route declaration","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Messaging and automation","GET|HEAD admin/sistem-mesaje-trimise/create","Filament create page for the owning resource","App\Filament\Resources\OutboundMessages\Pages\CreateOutboundMessage","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Persists resource record through Filament form","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Messaging and automation","GET|HEAD admin/sistem-mesaje-trimise/{record}/edit","Filament edit page for the owning resource record","App\Filament\Resources\OutboundMessages\Pages\EditOutboundMessage","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Updates resource record through Filament form; model observers may run","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Payments","GET|HEAD admin/sistem-plati","Filament list page for the owning resource","App\Filament\Resources\Payments\Pages\ListPayments","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","No direct side effect identified from route declaration","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"route","Payments","GET|HEAD admin/sistem-plati/create","Filament create page for the owning resource","App\Filament\Resources\Payments\Pages\CreatePayment","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Persists resource record through Filament form","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"route","Payments","GET|HEAD admin/sistem-plati/{record}/edit","Filament edit page for the owning resource record","App\Filament\Resources\Payments\Pages\EditPayment","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Updates resource record through Filament form; model observers may run","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"route","Messaging and automation","GET|HEAD admin/sistem-sabloane","Filament list page for the owning resource","App\Filament\Resources\MessageTemplates\Pages\ListMessageTemplates","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","No direct side effect identified from route declaration","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Messaging and automation","GET|HEAD admin/sistem-sabloane/create","Filament create page for the owning resource","App\Filament\Resources\MessageTemplates\Pages\CreateMessageTemplate","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Persists resource record through Filament form","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Messaging and automation","GET|HEAD admin/sistem-sabloane/{record}/edit","Filament edit page for the owning resource record","App\Filament\Resources\MessageTemplates\Pages\EditMessageTemplate","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Updates resource record through Filament form; model observers may run","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Identity and access","GET|HEAD admin/sistem-utilizatori","Filament list page for the owning resource","App\Filament\Resources\Users\Pages\ListUsers","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","No direct side effect identified from route declaration","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"route","Identity and access","GET|HEAD admin/sistem-utilizatori/create","Filament create page for the owning resource","App\Filament\Resources\Users\Pages\CreateUser","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Persists resource record through Filament form","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"route","Identity and access","GET|HEAD admin/sistem-utilizatori/{record}/edit","Filament edit page for the owning resource record","App\Filament\Resources\Users\Pages\EditUser","Filament\Http\Middleware\SetUpPanel:admin; Illuminate\Cookie\Middleware\EncryptCookies; Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse; Illuminate\Session\Middleware\StartSession; Illuminate\View\Middleware\ShareErrorsFromSession; Filament\Http\Middleware\Authenticate; Filament\Http\Middleware\AuthenticateSession; Illuminate\Foundation\Http\Middleware\VerifyCsrfToken; Illuminate\Routing\Middleware\SubstituteBindings; Filament\Http\Middleware\DisableBladeIconComponents; Filament\Http\Middleware\DispatchServingFilamentEvent","Updates resource record through Filament form; model observers may run","Filament authenticated user; resource/page canAccess where defined","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"route","Messaging and automation","POST api/automation/dispatch-review-requests","Dispatch eligible review-request outbound messages","App\Http\Controllers\Api\Automation\DispatchReviewRequestsController","api; App\Http\Middleware\AuthenticateAutomationToken","Creates outbound_messages and automation_events; marks review_request_sent_at","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Lodging","POST api/automation/lodging-reservations","Receive parsed lodging reservation webhook and upsert reservation/log event","App\Http\Controllers\Api\Automation\LodgingReservationWebhookController","api; App\Http\Middleware\AuthenticateAutomationToken","Creates/updates lodging reservations; writes automation_webhook_logs and automation_events; observers may queue confirmation messages","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"route","Messaging and automation","GET|HEAD api/automation/outbound-messages","List pending outbound messages for automation delivery","App\Http\Controllers\Api\Automation\OutboundMessagesController","api; App\Http\Middleware\AuthenticateAutomationToken","Read-only query of pending outbound_messages","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Messaging and automation","POST api/automation/outbound-messages/{outboundMessage}/callback","Receive provider/n8n delivery callback for one outbound message","App\Http\Controllers\Api\Automation\OutboundMessageCallbackController","api; App\Http\Middleware\AuthenticateAutomationToken","Updates outbound_messages status/provider timestamps; writes automation_webhook_logs and automation_events","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"route","Parking","POST api/automation/parking-reservations","Receive parsed parking reservation webhook and upsert reservation/log event","App\Http\Controllers\Api\Automation\ParkingReservationWebhookController","api; App\Http\Middleware\AuthenticateAutomationToken","Creates/updates parking customers and reservations; writes automation_webhook_logs and automation_events; observers may queue confirmation messages","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"route","Budget and Telegram","POST api/automation/telegram/expense","Process Telegram expense wizard update from n8n","App\Http\Controllers\Api\Automation\TelegramExpenseController","api; App\Http\Middleware\AuthenticateAutomationToken","Creates/updates telegram_sessions and budget_transactions","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"route","Budget and Telegram","POST api/automation/telegram/income","Process Telegram income wizard update from n8n","App\Http\Controllers\Api\Automation\TelegramIncomeController","api; App\Http\Middleware\AuthenticateAutomationToken","Creates/updates telegram_sessions and budget_transactions","Bearer token via App\Http\Middleware\AuthenticateAutomationToken","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"controller",System,"app/Http/Controllers\Controller.php:5","Base controller class for application HTTP controllers","Controller","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"controller","Budget and Telegram","app/Http/Controllers\Api\Automation\TelegramIncomeController.php:10","Validates request and delegates automation/API work to action or model logic","TelegramIncomeController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"controller","Budget and Telegram","app/Http/Controllers\Api\Automation\TelegramExpenseController.php:10","Validates request and delegates automation/API work to action or model logic","TelegramExpenseController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"controller","Parking","app/Http/Controllers\Api\Automation\ParkingReservationWebhookController.php:11","Validates request and delegates automation/API work to action or model logic","ParkingReservationWebhookController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"controller","Messaging and automation","app/Http/Controllers\Api\Automation\OutboundMessagesController.php:10","Validates request and delegates automation/API work to action or model logic","OutboundMessagesController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"controller","Messaging and automation","app/Http/Controllers\Api\Automation\OutboundMessageCallbackController.php:14","Validates request and delegates automation/API work to action or model logic","OutboundMessageCallbackController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"controller","Lodging","app/Http/Controllers\Api\Automation\LodgingReservationWebhookController.php:11","Validates request and delegates automation/API work to action or model logic","LodgingReservationWebhookController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"controller","Messaging and automation","app/Http/Controllers\Api\Automation\DispatchReviewRequestsController.php:10","Validates request and delegates automation/API work to action or model logic","DispatchReviewRequestsController","routes/api.php or framework routing","May create logs, events, messages, sessions, or reservations depending on controller","Automation controllers use token-protected route group; base controller has no route","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"action","Budget and Telegram","app/Actions\Telegram\ProcessIncomeTelegramUpdate.php:11","Application action: ProcessIncomeTelegramUpdate","ProcessIncomeTelegramUpdate","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"action","Messaging and automation","app/Actions\Messaging\RenderMessageTemplate.php:7","Application action: RenderMessageTemplate","RenderMessageTemplate","Controllers, observers, Filament pages, and Eloquent models as applicable","Pure rendering/query helper unless caller persists result","Caller-controlled; no standalone route authorization","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"action","Messaging and automation","app/Actions\Messaging\QueueConfirmationMessage.php:10","Application action: QueueConfirmationMessage","QueueConfirmationMessage","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"action","Messaging and automation","app/Actions\Automation\DispatchReviewRequests.php:11","Application action: DispatchReviewRequests","DispatchReviewRequests","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"action","Budget and Telegram","app/Actions\Telegram\ProcessExpenseTelegramUpdate.php:10","Application action: ProcessExpenseTelegramUpdate","ProcessExpenseTelegramUpdate","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"action","Lodging","app/Actions\Automation\UpsertLodgingReservationFromWebhook.php:10","Application action: UpsertLodgingReservationFromWebhook","UpsertLodgingReservationFromWebhook","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"action","Parking","app/Actions\Automation\UpsertParkingReservationFromWebhook.php:11","Application action: UpsertParkingReservationFromWebhook","UpsertParkingReservationFromWebhook","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"action","Scheduling","app/Actions\Scheduling\ParseSchedulePdfAction.php:9","Application action: ParseSchedulePdfAction","ParseSchedulePdfAction","Controllers, observers, Filament pages, and Eloquent models as applicable","Persists domain records and/or automation events per implementation","Caller-controlled; no standalone route authorization","tests/Feature/Scheduling; tests/Feature/Panel/OrdineaDeZiTest.php",mapped
"observer","Parking","app/Observers\ParkingReservationObserver.php:8","Listens for reservation created/updated lifecycle events","ParkingReservationObserver","Registered in app/Providers/AppServiceProvider.php:26","Can queue confirmation outbound_messages through QueueConfirmationMessage when status transitions match","Runs after any authorized or automated model write","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"observer","Lodging","app/Observers\LodgingReservationObserver.php:8","Listens for reservation created/updated lifecycle events","LodgingReservationObserver","Registered in app/Providers/AppServiceProvider.php:26","Can queue confirmation outbound_messages through QueueConfirmationMessage when status transitions match","Runs after any authorized or automated model write","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
model,"Scheduling","app/Models\WorkShift.php:8","Eloquent model for WorkShift persistence and relationships","WorkShift","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Scheduling; tests/Feature/Panel/OrdineaDeZiTest.php",mapped
model,"Identity and access","app/Models\User.php:12","Eloquent model for User persistence and relationships","User","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
model,"Budget and Telegram","app/Models\TelegramSession.php:7","Eloquent model for TelegramSession persistence and relationships","TelegramSession","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
model,"Budget and Telegram","app/Models\Salary.php:8","Eloquent model for Salary persistence and relationships","Salary","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
model,"Lodging","app/Models\Room.php:9","Eloquent model for Room persistence and relationships","Room","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
model,"Vehicle rental","app/Models\RentVehicleImage.php:8","Eloquent model for RentVehicleImage persistence and relationships","RentVehicleImage","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
model,"Vehicle rental","app/Models\RentVehicle.php:8","Eloquent model for RentVehicle persistence and relationships","RentVehicle","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
model,"Vehicle rental","app/Models\RentMaintenanceRecord.php:8","Eloquent model for RentMaintenanceRecord persistence and relationships","RentMaintenanceRecord","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
model,"Vehicle rental","app/Models\RentContract.php:8","Eloquent model for RentContract persistence and relationships","RentContract","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
model,"Vehicle rental","app/Models\RentClient.php:8","Eloquent model for RentClient persistence and relationships","RentClient","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
model,"Payments","app/Models\PaymentChangeAudit.php:8","Eloquent model for PaymentChangeAudit persistence and relationships","PaymentChangeAudit","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
model,"Payments","app/Models\Payment.php:9","Eloquent model for Payment persistence and relationships","Payment","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
model,"Parking","app/Models\ParkingZone.php:9","Eloquent model for ParkingZone persistence and relationships","ParkingZone","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
model,"Parking","app/Models\ParkingStatusAudit.php:8","Eloquent model for ParkingStatusAudit persistence and relationships","ParkingStatusAudit","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
model,"Parking","app/Models\ParkingSpace.php:8","Eloquent model for ParkingSpace persistence and relationships","ParkingSpace","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php","consumer-unknown"
model,"Parking","app/Models\ParkingReservationImage.php:8","Eloquent model for ParkingReservationImage persistence and relationships","ParkingReservationImage","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
model,"Parking","app/Models\ParkingReservation.php:9","Eloquent model for ParkingReservation persistence and relationships","ParkingReservation","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
model,"Parking","app/Models\ParkingPrice.php:7","Eloquent model for ParkingPrice persistence and relationships","ParkingPrice","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
